,FIPS,Poverty Rate,Income,Unemployment Rate,Prescription Rate,Death Rate,Strata
375,53053,12.3,55941.0,9.7,86.3,9.67,1.0
376,53057,11.1,54335.0,10.2,98.5,17.16,1.0
377,53061,9.7,64677.0,9.4,99.9,13.88,1.0
378,53063,14.8,44799.0,9.3,106.5,8.76,1.0
379,53067,11.1,58533.0,7.9,79.4,8.4,1.0
380,53073,15.5,47490.0,8.5,82.6,9.01,1.0
381,53077,22.0,41055.0,9.0,80.6,5.84,1.0
382,54003,10.6,51243.0,8.5,107.1,13.61,1.0
383,54039,14.4,41747.0,6.2,169.0,7.77,1.0
384,54055,21.3,32098.0,6.5,186.7,16.08,1.0
385,55025,13.1,58002.0,5.8,66.0,7.22,1.0
386,55027,9.0,50483.0,9.6,42.5,14.66,1.0
387,55059,12.9,52914.0,10.4,76.2,9.06,1.0
388,55079,20.6,42012.0,9.4,94.3,13.58,1.0
389,55101,12.4,52063.0,10.2,82.9,5.64,1.0
390,55127,13.1,50097.0,9.1,69.7,14.69,1.0
391,55133,4.9,72982.0,7.5,73.5,5.66,1.0
392,1003,13.3,47618.0,10.0,143.8,5.49,1.0
393,1073,18.6,41740.0,10.3,138.0,6.23,1.0
394,1097,20.5,39753.0,11.3,149.6,3.39,1.0
395,1117,9.8,67135.0,7.1,124.2,6.66,1.0
396,1127,23.2,36044.0,12.7,338.1,29.84,1.0
397,2020,9.6,70524.0,6.6,75.1,8.57,1.0
398,4003,17.7,43677.0,9.3,84.6,9.9,1.0
399,4013,16.6,50424.0,9.5,87.0,7.89,1.0
400,4015,18.7,36446.0,13.0,146.5,25.48,1.0
401,4019,17.8,44293.0,9.3,97.0,14.59,1.0
402,4021,14.4,49833.0,10.7,66.3,5.32,1.0
403,4025,18.3,40562.0,10.7,112.2,11.85,1.0
404,5007,10.2,52417.0,6.6,97.8,5.42,1.0
405,5119,17.1,44733.0,7.3,122.8,6.79,1.0
406,6001,13.5,66937.0,10.9,43.4,2.45,1.0
407,6007,20.1,41168.0,13.9,169.1,7.27,1.0
408,6013,9.3,73678.0,11.0,60.2,3.15,1.0
409,6017,9.4,65201.0,12.2,83.3,7.18,1.0
410,6019,26.8,44869.0,16.7,70.1,7.95,1.0
411,6023,18.0,38254.0,10.6,142.4,17.08,1.0
412,6029,21.4,45045.0,15.7,66.8,5.12,1.0
413,6031,22.5,44020.0,16.1,82.0,6.54,1.0
414,6033,21.0,35914.0,15.1,169.7,27.84,1.0
415,6035,16.8,50093.0,14.0,120.1,34.39,1.0
416,6037,17.6,52595.0,12.5,41.0,2.5,1.0
417,6041,9.2,82383.0,7.9,54.3,5.55,1.0
418,6047,23.1,41730.0,18.0,71.0,3.91,1.0
419,6053,17.1,53735.0,12.7,69.8,4.58,1.0
420,6059,12.2,70727.0,9.7,51.8,6.78,1.0
421,6061,9.1,68330.0,11.6,73.6,2.87,1.0
422,6065,16.4,53981.0,13.8,56.9,5.3,1.0
423,6067,16.7,52655.0,12.6,64.3,6.06,1.0
424,6071,18.1,52270.0,13.5,54.8,3.0,1.0
425,6073,14.8,59759.0,10.8,47.0,7.66,1.0
426,6075,12.8,70883.0,8.9,44.9,12.92,1.0
427,6077,19.0,49742.0,16.5,66.8,10.65,1.0
428,6079,14.3,53620.0,10.1,85.2,9.27,1.0
429,6081,7.0,82413.0,8.4,40.8,2.23,1.0
430,6083,17.7,56243.0,9.7,69.2,2.36,1.0
431,6085,10.6,84627.0,10.4,32.2,2.25,1.0
432,6087,14.2,60247.0,13.3,85.8,10.29,1.0
433,6089,18.2,41058.0,16.8,164.0,13.54,1.0
434,6095,12.2,62948.0,12.6,56.5,3.87,1.0
435,6097,12.8,58703.0,10.8,69.4,8.89,1.0
436,6099,19.7,47442.0,16.9,106.9,2.92,1.0
437,6107,24.6,42377.0,17.2,89.4,2.49,1.0
438,6109,15.2,44751.0,15.2,185.4,25.29,1.0
439,6111,11.0,71418.0,10.8,63.6,8.26,1.0
440,8001,13.0,52785.0,10.0,60.1,5.43,1.0
441,8005,11.4,58152.0,8.6,64.6,2.62,1.0
442,8013,13.6,62215.0,7.0,63.0,5.77,1.0
443,8031,21.3,45415.0,9.1,49.6,12.66,1.0
444,8035,3.5,97806.0,7.0,61.2,3.85,1.0
445,8041,13.4,51553.0,9.3,79.0,4.82,1.0
446,8059,8.8,64181.0,8.4,83.3,5.8,1.0
447,8069,13.6,54739.0,7.6,80.4,7.68,1.0
448,8101,19.6,39107.0,10.4,125.3,6.29,1.0
449,8123,14.3,52334.0,9.2,65.3,7.12,1.0
450,9001,9.3,74634.0,8.4,54.0,3.38,1.0
451,9003,11.3,60028.0,9.4,71.1,5.59,1.0
452,9005,6.7,66076.0,8.7,73.0,8.42,1.0
453,9007,6.8,70805.0,7.9,68.6,9.66,1.0
454,9009,11.6,57070.0,10.0,76.3,7.65,1.0
455,9011,8.9,61792.0,8.9,83.6,7.66,1.0
456,9015,11.8,56564.0,10.3,81.1,8.44,1.0
457,10001,12.1,51490.0,8.9,86.8,9.24,1.0
458,10003,11.2,59877.0,8.3,93.3,10.4,1.0
459,10005,13.9,48582.0,8.5,134.0,13.19,1.0
460,11001,18.8,60729.0,9.4,37.1,4.82,1.0
461,12001,25.3,40656.0,8.0,85.3,5.66,1.0
462,12005,15.1,44364.0,10.5,121.5,11.25,1.0
